chr	promoter_start	promoter_end	strand	ensembl_gene_id
11	111894538	111895738	+	ENSG00000150768
11	111944798	111945998	-	ENSG00000150773
11	111943810	111945010	+	ENSG00000150776
11	111957322	111958522	-	ENSG00000150779
11	111956497	111957697	+	ENSG00000204370
11	111956627	111957827	+	ENSG00000255292
11	112034640	112035840	-	ENSG00000150782
11	112037095	112038295	+	ENSG00000150783
11	112045190	112046390	+	ENSG00000197580
11	112043129	112044329	-	ENSG00000254638
11	112096088	112097288	+	ENSG00000150787
11	112088049	112089249	+	ENSG00000243930
11	112131383	112132583	-	ENSG00000188771
11	112117553	112118753	+	ENSG00000215954
11	112129988	112131188	+	ENSG00000268472
11	112223185	112224385	-	ENSG00000206772
11	112472975	112474175	-	ENSG00000212397
11	112830997	112832197	+	ENSG00000149294
11	112833982	112835182	-	ENSG00000247416
11	112847075	112848275	+	ENSG00000238998
11	113144423	113145623	-	ENSG00000227487
11	113184251	113185451	+	ENSG00000149292
11	113184959	113186159	-	ENSG00000255129
11	113257513	113258713	+	ENSG00000170209
11	113275043	113276243	+	ENSG00000256757
11	113346213	113347413	-	ENSG00000149295
11	113576895	113578095	-	ENSG00000166682
11	113644333	113645533	-	ENSG00000086827
11	113642213	113643413	-	ENSG00000256603
11	113639382	113640582	+	ENSG00000257070
11	113649469	113650669	+	ENSG00000228607
11	113729068	113730268	+	ENSG00000201687
11	113746092	113747292	-	ENSG00000048028
11	113774399	113775599	+	ENSG00000149305
11	113844603	113845803	+	ENSG00000166736
11	113929315	113930515	+	ENSG00000109906
11	113957451	113958651	-	ENSG00000221112
11	114127509	114128709	+	ENSG00000166741
11	114227093	114228293	-	ENSG00000256947
11	114250567	114251767	-	ENSG00000256195
11	114269752	114270952	+	ENSG00000076053
11	114270939	114272139	-	ENSG00000180425
11	114270404	114271604	+	ENSG00000255663
11	114309108	114310308	+	ENSG00000076043
11	114396851	114398051	+	ENSG00000238724
11	114430417	114431617	-	ENSG00000095110
11	114466284	114467484	-	ENSG00000137634
11	114548108	114549308	+	ENSG00000204361
11	114998893	115000093	-	ENSG00000252870
11	115266474	115267674	+	ENSG00000256315
11	115375475	115376675	-	ENSG00000182985
11	115497703	115498903	-	ENSG00000239153
11	116190061	116191261	+	ENSG00000238625
11	116643504	116644704	-	ENSG00000137656
11	116643105	116644305	+	ENSG00000226645
11	116646392	116647592	-	ENSG00000231611
11	116658566	116659766	-	ENSG00000109917
11	116662936	116664136	-	ENSG00000110243
11	116684519	116685719	-	ENSG00000236267
11	116693822	116695022	-	ENSG00000110244
11	116699422	116700622	+	ENSG00000110245
11	116705833	116707033	+	ENSG00000235910
11	116708466	116709666	-	ENSG00000118137
11	116968953	116970153	-	ENSG00000160584
11	116968703	116969903	+	ENSG00000224077
11	117013983	117015183	+	ENSG00000168092
11	117014707	117015907	-	ENSG00000254678
11	117048449	117049649	+	ENSG00000149577
11	117069037	117070237	+	ENSG00000149591
11	117103041	117104241	-	ENSG00000160613
11	117102341	117103541	+	ENSG00000167257
11	117133515	117134715	+	ENSG00000252992
11	117184273	117185473	+	ENSG00000110274
11	117186775	117187975	-	ENSG00000186318
11	117198554	117199754	-	ENSG00000250699
11	117688040	117689240	-	ENSG00000177103
11	117688158	117689358	+	ENSG00000254844
11	117699213	117700413	-	ENSG00000137731
11	117703434	117704634	+	ENSG00000254528
11	117748001	117749201	-	ENSG00000137726
11	117747182	117748382	-	ENSG00000255245
11	117799974	117801174	-	ENSG00000137747
11	117856063	117857263	+	ENSG00000110324
11	117946753	117947953	+	ENSG00000137648
11	118023403	118024603	-	ENSG00000177098
11	118047188	118048388	-	ENSG00000149575
11	118095609	118096809	-	ENSG00000160593
11	118122865	118124065	-	ENSG00000160588
11	118135051	118136251	-	ENSG00000149573
11	118174260	118175460	+	ENSG00000198851
11	118214059	118215259	+	ENSG00000160654
11	118213259	118214459	-	ENSG00000167286
11	118229300	118230500	+	ENSG00000110344
11	118270869	118272069	+	ENSG00000167283
11	118272410	118273610	-	ENSG00000254873
11	118306205	118307405	+	ENSG00000118058
11	118305721	118306921	-	ENSG00000255384
11	118397187	118398387	+	ENSG00000172425
11	118400756	118401956	+	ENSG00000149582
11	118401609	118402809	-	ENSG00000255435
11	118442105	118443305	+	ENSG00000095139
11	118443485	118444685	-	ENSG00000118096
11	118463703	118464903	+	ENSG00000207185
11	118476155	118477355	+	ENSG00000019144
11	118506338	118507538	+	ENSG00000255176
11	118550199	118551399	-	ENSG00000118094
11	118574316	118575516	+	ENSG00000255422
11	118661658	118662858	-	ENSG00000110367
11	118753475	118754675	+	ENSG00000160683
11	118758251	118759451	-	ENSG00000245869
11	118794873	118796073	+	ENSG00000110375
11	118796117	118797317	-	ENSG00000186174
11	118800920	118802120	+	ENSG00000239726
11	118841417	118842617	+	ENSG00000176302
11	118840208	118841408	+	ENSG00000222529
11	118867852	118869052	+	ENSG00000186166
11	118864044	118865244	+	ENSG00000242712
11	118868514	118869714	-	ENSG00000255121
11	118873956	118875156	-	ENSG00000240970
11	118875403	118876603	-	ENSG00000254428
11	118876444	118877644	-	ENSG00000254909
11	118889201	118890401	-	ENSG00000118181
11	118888142	118889342	+	ENSG00000196655
11	118888654	118889854	+	ENSG00000266398
11	118901416	118902616	-	ENSG00000137700
11	118927713	118928913	-	ENSG00000149428
11	118913899	118915099	+	ENSG00000255114
11	118937403	118938603	+	ENSG00000160695
11	118954576	118955776	+	ENSG00000256269
11	118978841	118980041	-	ENSG00000172269
11	118971908	118973108	+	ENSG00000172375
11	118965977	118967177	-	ENSG00000188486
11	118991297	118992497	+	ENSG00000172273
11	119018722	119019922	+	ENSG00000172350
11	119036277	119037477	+	ENSG00000160703
11	119027730	119028930	-	ENSG00000268192
11	119055166	119056366	+	ENSG00000172367
11	119075752	119076952	+	ENSG00000110395
11	119067279	119068479	-	ENSG00000248712
11	119160187	119161387	-	ENSG00000222249
11	119192031	119193231	-	ENSG00000076706
11	119193919	119195119	-	ENSG00000252119
11	119204237	119205437	+	ENSG00000173456
11	119217183	119218383	-	ENSG00000223953
11	119207819	119209019	-	ENSG00000245385
11	119217168	119218368	-	ENSG00000259159
11	119252236	119253436	-	ENSG00000036672
11	119251488	119252688	+	ENSG00000245248
11	119242416	119243616	+	ENSG00000254740
11	119295495	119296695	-	ENSG00000154096
11	119478135	119479335	+	ENSG00000254561
11	119526021	119527221	+	ENSG00000199217
11	119579630	119580830	+	ENSG00000255247
11	119599594	119600794	-	ENSG00000110400
11	119599293	119600493	+	ENSG00000254854
11	119882667	119883867	-	ENSG00000255216
11	120038685	120039885	+	ENSG00000176984
11	120056037	120057237	-	ENSG00000137699
11	120080475	120081675	+	ENSG00000184232
11	120106349	120107549	+	ENSG00000137709
11	120194838	120196038	+	ENSG00000181264
11	120206787	120207987	+	ENSG00000196914
11	120381468	120382668	+	ENSG00000149403
11	120381511	120382711	+	ENSG00000204306
11	120765306	120766506	-	ENSG00000250493
11	120893781	120894981	+	ENSG00000154114
11	120970882	120972082	+	ENSG00000109927
11	121162162	121163362	+	ENSG00000109929
11	121321912	121323112	+	ENSG00000137642
11	121323522	121324722	-	ENSG00000246790
11	121874063	121875263	+	ENSG00000252556
11	121970352	121971552	-	ENSG00000207971
11	121986831	121988031	-	ENSG00000255248
11	121986723	121987923	-	ENSG00000259571
11	122017101	122018301	-	ENSG00000198975
11	122022816	122024016	-	ENSG00000207994
11	122164898	122166098	+	ENSG00000255219
11	122172271	122173471	-	ENSG00000255015
11	122449815	122451015	-	ENSG00000223265
11	122525383	122526583	+	ENSG00000154127
11	122596819	122598019	-	ENSG00000239079
11	122708208	122709408	+	ENSG00000109943
11	122752391	122753591	+	ENSG00000109944
11	122796742	122797942	+	ENSG00000199709
11	122852228	122853428	-	ENSG00000188909
11	122928669	122929869	-	ENSG00000200879
11	122933738	122934938	-	ENSG00000109971
11	122929503	122930703	-	ENSG00000207118
11	123065789	123066989	-	ENSG00000166250
11	123058510	123059710	+	ENSG00000254710
11	123300058	123301258	+	ENSG00000254667
11	123395344	123396544	+	ENSG00000023171
11	123525752	123526952	-	ENSG00000166257
11	123612183	123613383	-	ENSG00000166261
11	123625053	123626253	-	ENSG00000221931
11	123676895	123678095	-	ENSG00000196099
11	123756149	123757349	-	ENSG00000204300
11	123776109	123777309	+	ENSG00000181518
11	123809250	123810450	+	ENSG00000171014
11	123814380	123815580	-	ENSG00000181499
11	123848288	123849488	-	ENSG00000196248
11	123885282	123886482	+	ENSG00000254737
11	123909517	123910717	-	ENSG00000182634
11	123985069	123986269	+	ENSG00000110002
11	124054923	124056123	+	ENSG00000197309
11	124180533	124181733	-	ENSG00000196341
11	124189984	124191184	-	ENSG00000197263
11	124253058	124254258	-	ENSG00000204293
11	124247497	124248697	-	ENSG00000229254
11	124267064	124268264	-	ENSG00000196661
11	124274798	124275998	-	ENSG00000255048
11	124294589	124295789	-	ENSG00000198657
11	124310854	124312054	-	ENSG00000197125
11	124413375	124414575	-	ENSG00000170953
11	124409030	124410230	-	ENSG00000254937
11	124438893	124440093	+	ENSG00000196119
11	124480386	124481586	+	ENSG00000154143
11	124491732	124492932	+	ENSG00000154144
11	124542694	124543894	+	ENSG00000064199
11	124565403	124566603	-	ENSG00000110013
11	124608742	124609942	+	ENSG00000154146
11	124621934	124623134	-	ENSG00000019102
11	124631986	124633186	-	ENSG00000149564
11	124628025	124629225	+	ENSG00000250073
11	124616033	124617233	-	ENSG00000255045
11	124670369	124671569	-	ENSG00000120458
11	124669346	124670546	+	ENSG00000245498
11	124734282	124735482	+	ENSG00000154134
11	124752587	124753787	+	ENSG00000254568
11	124760200	124761400	+	ENSG00000254943
11	124768196	124769396	-	ENSG00000154133
11	124788146	124789346	+	ENSG00000221932
11	124806108	124807308	-	ENSG00000165478
11	124823017	124824217	+	ENSG00000149548
11	124931963	124933163	+	ENSG00000134955
11	124981459	124982659	-	ENSG00000150433
11	125009283	125010483	-	ENSG00000255475
11	125033583	125034783	+	ENSG00000165495
11	125034305	125035505	-	ENSG00000254880
11	125136494	125137694	-	ENSG00000254932
11	125146448	125147648	+	ENSG00000222844
11	125366013	125367213	-	ENSG00000149557
11	125364110	125365310	+	ENSG00000255537
11	125438112	125439312	+	ENSG00000149547
11	125443615	125444815	+	ENSG00000222297
11	125460607	125461807	+	ENSG00000134910
11	125462273	125463473	-	ENSG00000254671
11	125494036	125495236	+	ENSG00000149554
11	125518641	125519841	+	ENSG00000252255
11	125550818	125552018	-	ENSG00000134940
11	125615188	125616388	+	ENSG00000171053
11	125648514	125649714	-	ENSG00000196844
11	125657006	125658206	+	ENSG00000236027
11	125702211	125703411	+	ENSG00000237353
11	125752509	125753709	+	ENSG00000198331
11	125772271	125773471	+	ENSG00000109832
11	125772916	125774116	-	ENSG00000110060
11	125808611	125809811	-	ENSG00000255027
11	125808107	125809307	+	ENSG00000255124
11	125810888	125812088	-	ENSG00000254790
11	125819011	125820211	+	ENSG00000254967
11	125933030	125934230	-	ENSG00000064309
11	126029609	126030809	+	ENSG00000254833
11	126081387	126082587	-	ENSG00000165526
11	126080309	126081509	+	ENSG00000197798
11	126078722	126079922	-	ENSG00000254694
11	126084173	126085373	-	ENSG00000222067
11	126137950	126139150	+	ENSG00000110074
11	126138839	126140039	-	ENSG00000182934
11	126150552	126151752	+	ENSG00000238855
11	126151960	126153160	+	ENSG00000150455
11	126163949	126165149	-	ENSG00000254905
11	126174013	126175213	-	ENSG00000255062
11	126172647	126173847	+	ENSG00000110063
11	126224535	126225735	+	ENSG00000110080
11	126412842	126414042	+	ENSG00000257271
11	126521747	126522947	+	ENSG00000254607
11	126810355	126811555	-	ENSG00000254938
11	126809642	126810842	+	ENSG00000254960
11	126861348	126862548	+	ENSG00000255317
11	126873155	126874355	-	ENSG00000149571
11	126871805	126873005	+	ENSG00000218109
11	126872298	126873498	+	ENSG00000256527
11	126935897	126937097	+	ENSG00000255087
11	128395037	128396237	+	ENSG00000254588
11	128457253	128458453	-	ENSG00000134954
11	128555430	128556630	+	ENSG00000151702
11	128556617	128557817	-	ENSG00000245008
11	128565718	128566918	-	ENSG00000254703
11	128737068	128738268	-	ENSG00000151704
11	128760251	128761451	+	ENSG00000120457
11	128775730	128776930	-	ENSG00000174370
11	128812840	128814040	-	ENSG00000120471
11	128863035	128864235	-	ENSG00000212597
11	129071861	129073061	+	ENSG00000199260
11	129149019	129150219	-	ENSG00000134909
11	129244835	129246035	+	ENSG00000043039
11	129765285	129766485	-	ENSG00000170322
11	129872530	129873730	-	ENSG00000170325
11	129871833	129873033	+	ENSG00000233220
11	129938732	129939932	+	ENSG00000084234
11	129935836	129937036	+	ENSG00000267981
11	130028457	130029657	+	ENSG00000149418
11	130183888	130185088	+	ENSG00000175773
11	130184381	130185581	-	ENSG00000196323
11	130298688	130299888	-	ENSG00000134917
11	130317869	130319069	+	ENSG00000166106
11	130541851	130543051	+	ENSG00000175728
11	130735256	130736456	-	ENSG00000254842
11	130786204	130787404	-	ENSG00000120451
11	130981710	130982910	-	ENSG00000221516
11	131239373	131240573	+	ENSG00000182667
11	131254144	131255344	+	ENSG00000252351
11	131410561	131411761	-	ENSG00000237654
11	131533277	131534477	-	ENSG00000224795
11	131766802	131768002	-	ENSG00000238117
11	132394703	132395903	+	ENSG00000252703
11	133306734	133307934	-	ENSG00000238693
11	133371772	133372972	+	ENSG00000238504
11	133402214	133403414	-	ENSG00000183715
11	133715233	133716433	-	ENSG00000166118
11	133826680	133827880	-	ENSG00000080854
11	133826564	133827764	-	ENSG00000264674
11	133937820	133939020	+	ENSG00000166086
11	134095148	134096348	-	ENSG00000151503
11	134041990	134043190	+	ENSG00000254616
11	134047719	134048919	+	ENSG00000255348
11	134093539	134094739	+	ENSG00000151502
11	134122389	134123589	+	ENSG00000151498
11	134123064	134124264	-	ENSG00000151500
11	134143139	134144339	+	ENSG00000166105
11	134200768	134201968	+	ENSG00000149328
11	134281612	134282812	-	ENSG00000109956
12	258135	259335	-	ENSG00000249695
12	275287	276487	-	ENSG00000256694
12	323536	324736	-	ENSG00000111181
12	301202	302402	+	ENSG00000255671
12	311808	313008	+	ENSG00000256577
12	371839	373039	-	ENSG00000010379
12	498420	499620	-	ENSG00000073614
12	497439	498639	+	ENSG00000120647
12	568530	569730	+	ENSG00000139044
12	698555	699755	-	ENSG00000238370
12	698799	699999	+	ENSG00000255825
12	695452	696652	-	ENSG00000256020
12	739057	740257	+	ENSG00000177406
12	772745	773945	-	ENSG00000171840
12	860759	861959	+	ENSG00000060237
12	889299	890499	+	ENSG00000221439
12	1099019	1100219	-	ENSG00000002016
12	1098675	1099875	+	ENSG00000082805
12	1100156	1101356	-	ENSG00000250132
12	1500468	1501668	-	ENSG00000249028
12	1638057	1639257	+	ENSG00000111186
12	1703131	1704331	-	ENSG00000171823
12	1796740	1797940	+	ENSG00000006831
12	1928433	1929633	+	ENSG00000166159
12	2027802	2029002	-	ENSG00000151062
12	2026117	2027317	+	ENSG00000256706
12	2078952	2080152	+	ENSG00000151067
12	2113501	2114701	-	ENSG00000151065
12	2112832	2114032	+	ENSG00000203593
12	2332445	2333645	-	ENSG00000256025
12	2716406	2717606	-	ENSG00000256769
12	2800166	2801366	-	ENSG00000246627
12	2903119	2904319	+	ENSG00000004478
12	2903261	2904461	-	ENSG00000256030
12	2912904	2914104	-	ENSG00000258092
12	2920788	2921988	+	ENSG00000111203
12	2921868	2923068	-	ENSG00000258325
12	2944510	2945710	-	ENSG00000053702
12	2966013	2967213	-	ENSG00000206044
12	2985389	2986589	+	ENSG00000078246
12	2986006	2987206	-	ENSG00000111206
12	2984424	2985624	+	ENSG00000171792
12	3037131	3038331	+	ENSG00000238689
12	3067496	3068696	+	ENSG00000197905
12	3185521	3186721	+	ENSG00000011105
12	3489515	3490715	+	ENSG00000111218
12	3577116	3578316	+	ENSG00000243507
12	3572552	3573752	-	ENSG00000256691
12	3835293	3836493	-	ENSG00000222338
12	3979900	3981100	+	ENSG00000256862
12	3982408	3983608	-	ENSG00000111224
12	4381938	4383138	+	ENSG00000118971
12	4384031	4385231	-	ENSG00000255920
12	4385150	4386350	-	ENSG00000256164
12	4429371	4430571	+	ENSG00000078237
12	4433777	4434977	-	ENSG00000213970
12	4488694	4489894	-	ENSG00000118972
12	4554580	4555780	-	ENSG00000111241
12	4647474	4648674	-	ENSG00000047621
12	4646950	4648150	+	ENSG00000111247
12	4670370	4671570	+	ENSG00000010219
12	4712386	4713586	-	ENSG00000256748
12	4713110	4714310	+	ENSG00000272921
12	4758013	4759213	-	ENSG00000111254
12	4757261	4758461	+	ENSG00000139180
12	4828507	4829707	+	ENSG00000130035
12	4829068	4830268	-	ENSG00000255474
12	4917342	4918542	+	ENSG00000151079
12	4917607	4918807	-	ENSG00000256988
12	5018071	5019271	+	ENSG00000111262
12	5152085	5153285	+	ENSG00000130037
12	5540278	5541478	+	ENSG00000185652
12	6055198	6056398	-	ENSG00000047617
12	6233736	6234936	-	ENSG00000110799
12	6307881	6309081	+	ENSG00000010278
12	6418602	6419802	+	ENSG00000008323
12	6451080	6452280	-	ENSG00000067182
12	6452720	6453920	+	ENSG00000265388
12	6486696	6487896	-	ENSG00000111319
12	6483211	6484411	+	ENSG00000111321
12	6553033	6554233	+	ENSG00000139193
12	6559856	6561056	+	ENSG00000139192
12	6560533	6561733	-	ENSG00000215039
12	6579953	6581153	-	ENSG00000139190
12	6601522	6602722	+	ENSG00000010292
12	6602807	6604007	-	ENSG00000111639
12	6618388	6619588	+	ENSG00000239002
12	6642093	6643293	+	ENSG00000111640
12	6642464	6643664	-	ENSG00000255966
12	6665039	6666239	-	ENSG00000010295
12	6651670	6652870	+	ENSG00000245667
12	6677657	6678857	-	ENSG00000111641
12	6716442	6717642	-	ENSG00000111642
12	6686788	6687988	+	ENSG00000247853
12	6690575	6691775	-	ENSG00000251898
12	6745413	6746613	-	ENSG00000184574
12	6756426	6757626	-	ENSG00000111644
12	6772114	6773314	-	ENSG00000111653
12	6771426	6772626	+	ENSG00000219410
12	6798538	6799738	-	ENSG00000126746
12	6809766	6810966	-	ENSG00000139200
12	6831907	6833107	+	ENSG00000111652
12	6831399	6832599	+	ENSG00000270068
12	6873682	6874882	+	ENSG00000159335
12	6880678	6881878	+	ENSG00000089692
12	6876441	6877641	-	ENSG00000089693
12	6895024	6896224	+	ENSG00000010610
12	6936572	6937772	+	ENSG00000110811
12	6929711	6930911	+	ENSG00000250510
12	6948118	6949318	+	ENSG00000111664
12	6961030	6962230	-	ENSG00000111665
12	6960292	6961492	+	ENSG00000111667
12	6981733	6982933	+	ENSG00000010626
12	6975283	6976483	+	ENSG00000111669
12	6998322	6999522	-	ENSG00000111671
12	6981553	6982753	+	ENSG00000240370
12	7021909	7023109	+	ENSG00000111674
12	7032626	7033826	+	ENSG00000111676
12	7051141	7052341	+	ENSG00000111678
12	7051979	7053179	+	ENSG00000238923
12	7054631	7055831	+	ENSG00000111679
12	7053567	7054767	-	ENSG00000272173
12	7071408	7072608	+	ENSG00000126749
12	7072260	7073460	+	ENSG00000207708
12	7071862	7073062	+	ENSG00000207713
12	7079788	7080988	-	ENSG00000215021
12	7076569	7077769	-	ENSG00000238795
12	7071409	7072609	+	ENSG00000257084
12	7073112	7074312	+	ENSG00000271969
12	7125614	7126814	-	ENSG00000111684
12	7095351	7096551	+	ENSG00000182326
12	7086683	7087883	+	ENSG00000272201
12	7261669	7262869	-	ENSG00000139178
12	7245003	7246203	-	ENSG00000159403
12	7259648	7260848	+	ENSG00000205885
12	7270381	7271581	+	ENSG00000200345
12	7281294	7282494	+	ENSG00000139182
12	7281338	7282538	-	ENSG00000139194
12	7283594	7284794	-	ENSG00000256967
12	7340281	7341481	+	ENSG00000139197
12	7341465	7342665	-	ENSG00000255572
12	7455880	7457080	+	ENSG00000215009
12	7632293	7633493	-	ENSG00000177675
12	7656289	7657489	-	ENSG00000177575
12	7848172	7849372	-	ENSG00000184344
12	7863050	7864250	+	ENSG00000187569
12	8043544	8044744	-	ENSG00000173262
12	8022448	8023648	+	ENSG00000255885
12	8044172	8045372	+	ENSG00000176654
12	8049352	8050552	-	ENSG00000255356
12	8088671	8089871	-	ENSG00000059804
12	8184299	8185499	+	ENSG00000065970
12	8218867	8220067	-	ENSG00000171860
12	8275228	8276428	+	ENSG00000111729
12	8607522	8608722	+	ENSG00000205846
12	8636342	8637542	+	ENSG00000201780
12	8661071	8662271	+	ENSG00000166527
12	8665122	8666322	-	ENSG00000246115
12	8693359	8694559	-	ENSG00000166523
12	8749105	8750305	+	ENSG00000252727
12	8815284	8816484	-	ENSG00000197614
12	8815607	8816807	+	ENSG00000255829
12	8974068	8975268	+	ENSG00000166535
12	8973109	8974309	-	ENSG00000256904
12	8983343	8984543	-	ENSG00000256661
12	9065492	9066692	+	ENSG00000111752
12	9102351	9103551	-	ENSG00000003056
12	9101640	9102840	+	ENSG00000139187
12	9148962	9150162	-	ENSG00000257105
12	9268625	9269825	-	ENSG00000175899
12	9279467	9280667	+	ENSG00000211542
12	9286680	9287880	+	ENSG00000256720
12	9279379	9280579	+	ENSG00000256937
12	9360766	9361966	-	ENSG00000126838
12	9361159	9362359	+	ENSG00000238831
12	9760282	9761482	-	ENSG00000111796
12	9776624	9777824	-	ENSG00000212345
12	9800405	9801605	-	ENSG00000256442
12	9786188	9787388	+	ENSG00000256594
12	9885695	9886895	-	ENSG00000184293
12	9913297	9914497	-	ENSG00000110848
12	9979077	9980277	+	ENSG00000150045
12	10022535	10023735	-	ENSG00000110852
12	10018626	10019826	+	ENSG00000255882
12	10033088	10034288	+	ENSG00000256797
12	10102915	10104115	+	ENSG00000172322
12	10105735	10106935	-	ENSG00000231560
12	10162226	10163426	+	ENSG00000256660
12	10165823	10167023	-	ENSG00000165682
12	10182276	10183476	+	ENSG00000197992
12	10183005	10184205	-	ENSG00000256803
12	10282657	10283857	-	ENSG00000172243
12	10322141	10323341	+	ENSG00000165685
12	10324537	10325737	-	ENSG00000173391
12	10364057	10365257	+	ENSG00000139112
12	10367160	10368360	-	ENSG00000255958
12	10544273	10545473	-	ENSG00000213809
12	10562156	10563356	-	ENSG00000183542
12	10562545	10563745	-	ENSG00000255819
12	10607084	10608284	-	ENSG00000134545
12	10657201	10658401	+	ENSG00000180574
12	10766022	10767222	-	ENSG00000111196
12	10826717	10827917	-	ENSG00000060140
12	10875711	10876911	-	ENSG00000060138
12	10955026	10956226	-	ENSG00000121377
12	10959692	10960892	-	ENSG00000121314
12	10962567	10963767	-	ENSG00000121381
12	10978757	10979957	-	ENSG00000121318
12	11324012	11325212	-	ENSG00000111215
12	11036654	11037854	-	ENSG00000231887
12	11061961	11063161	-	ENSG00000212128
12	11048281	11049481	-	ENSG00000256682
12	11080835	11082035	+	ENSG00000134551
12	11139311	11140511	-	ENSG00000212126
12	11150274	11151474	-	ENSG00000255837
12	11214693	11215893	-	ENSG00000226761
12	11314699	11315899	+	ENSG00000253095
12	11323972	11325172	-	ENSG00000212127
12	11322963	11324163	+	ENSG00000256537
12	11323752	11324952	-	ENSG00000256712
12	11339343	11340543	-	ENSG00000186136
12	11463169	11464369	-	ENSG00000230657
12	11653775	11654975	-	ENSG00000121335
12	11694779	11695979	-	ENSG00000221128
12	11698413	11699613	+	ENSG00000251747
12	11801788	11802988	+	ENSG00000139083
12	12201778	12202978	+	ENSG00000121380
12	12378608	12379808	+	ENSG00000199551
12	12419746	12420946	-	ENSG00000070018
12	12442063	12443263	-	ENSG00000207010
12	12503275	12504475	-	ENSG00000111261
12	12509013	12510213	+	ENSG00000165714
12	12509801	12511001	-	ENSG00000205791
12	12715117	12716317	-	ENSG00000111266
12	12721510	12722710	-	ENSG00000240424
12	12763761	12764961	+	ENSG00000111269
12	12768641	12769841	-	ENSG00000271215
12	12848941	12850141	-	ENSG00000183150
12	12866992	12868192	+	ENSG00000111276
12	12877851	12879051	+	ENSG00000178878
12	12876745	12877945	-	ENSG00000256658
12	12965250	12966450	+	ENSG00000213782
12	13042716	13043916	+	ENSG00000013588
12	13067763	13068963	+	ENSG00000207817
12	13079660	13080860	+	ENSG00000247498
12	13104881	13106081	-	ENSG00000111291
12	13114234	13115434	+	ENSG00000256011
12	13123987	13125187	+	ENSG00000221611
12	13153007	13154207	-	ENSG00000013583
12	13151812	13153012	+	ENSG00000183935
12	13152385	13153585	+	ENSG00000255621
12	13196218	13197418	+	ENSG00000084444
12	13256419	13257619	-	ENSG00000111305
12	13348650	13349850	+	ENSG00000134531
12	13539901	13541101	-	ENSG00000180861
12	13612510	13613710	-	ENSG00000201909
12	13678788	13679988	+	ENSG00000256306
12	13740718	13741918	-	ENSG00000252445
12	14132853	14134053	-	ENSG00000273079
12	14403075	14404275	-	ENSG00000251908
12	14517610	14518810	+	ENSG00000171681
12	14518237	14519437	-	ENSG00000244573
12	14721083	14722283	-	ENSG00000121316
12	14682085	14683285	+	ENSG00000255649
12	14719684	14720884	+	ENSG00000256751
12	14817589	14818789	+	ENSG00000214772
12	14849319	14850519	-	ENSG00000070019
12	14923865	14925065	-	ENSG00000197837
12	14920665	14921865	-	ENSG00000261324
12	14926270	14927470	+	ENSG00000246705
12	14956274	14957474	-	ENSG00000084463
12	14955506	14956706	+	ENSG00000182993
12	14966916	14968116	-	ENSG00000179256
12	14993026	14994226	+	ENSG00000256339
12	14996229	14997429	-	ENSG00000111339
12	15038660	15039860	-	ENSG00000111341
12	15091816	15093016	-	ENSG00000139055
12	15114462	15115662	-	ENSG00000111348
12	15124956	15126156	+	ENSG00000139053
12	15474331	15475531	+	ENSG00000151490
12	15501409	15502609	-	ENSG00000134533
12	16035063	16036263	-	ENSG00000151491
12	15824544	15825744	-	ENSG00000200105
12	16034325	16035525	+	ENSG00000023734
12	16063106	16064306	+	ENSG00000023697
12	16430419	16431619	-	ENSG00000188991
12	16499076	16500276	+	ENSG00000008394
12	16562065	16563265	-	ENSG00000215923
12	16719345	16720545	+	ENSG00000256564
12	16763328	16764528	-	ENSG00000048540
12	17224239	17225439	-	ENSG00000212358
12	18399548	18400748	+	ENSG00000139144
12	18472841	18474041	-	ENSG00000111404
12	18890791	18891991	-	ENSG00000139151
12	18866729	18867929	+	ENSG00000255648
12	18890045	18891245	+	ENSG00000177938
12	19281648	19282848	+	ENSG00000052126
12	19555979	19557179	+	ENSG00000139154
12	19598789	19599989	-	ENSG00000200247
12	19876369	19877569	+	ENSG00000200885
12	20124799	20125999	+	ENSG00000221679
12	20521179	20522379	+	ENSG00000172572
12	20522996	20524196	-	ENSG00000256879
12	20847289	20848489	+	ENSG00000139155
12	20962636	20963836	+	ENSG00000111700
12	20967673	20968873	+	ENSG00000205754
12	20967608	20968808	+	ENSG00000257046
12	21506893	21508093	+	ENSG00000121351
12	21572328	21573528	-	ENSG00000084453
12	21589549	21590749	+	ENSG00000121350
12	21654403	21655603	-	ENSG00000004700
12	21653715	21654915	+	ENSG00000111711
12	21678241	21679441	+	ENSG00000134548
12	21757581	21758781	-	ENSG00000111713
12	21910591	21911791	-	ENSG00000111716
12	21814247	21815447	+	ENSG00000256615
12	21911914	21913114	+	ENSG00000255644
12	21928315	21929515	-	ENSG00000121361
12	21979144	21980344	+	ENSG00000257022
12	22094136	22095336	-	ENSG00000069431
12	22198108	22199308	+	ENSG00000111726
12	22348363	22349563	-	ENSG00000212172
12	22697280	22698480	-	ENSG00000111731
12	22777009	22778209	+	ENSG00000139163
12	22777749	22778949	-	ENSG00000257023
12	24103766	24104966	-	ENSG00000134532
12	23789907	23791107	+	ENSG00000256473
12	24364355	24365555	+	ENSG00000216192
12	25102193	25103393	-	ENSG00000060982
12	24982355	24983555	+	ENSG00000256482
12	25101097	25102297	+	ENSG00000255921
12	25150253	25151453	-	ENSG00000226397
12	25172936	25174136	+	ENSG00000118308
