chr	start	end	is_functional	is_functional_Nut1h	is_functional_Nut10h	in_promoter	in_active_promoter	in_enhancer
2	37856701	37856923	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
3	81810663	81810885	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
5	53700431	53700653	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	119373673	119373895	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	5179041	5179263	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	71359478	71359700	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
11	101305056	101305278	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
13	25122306	25122528	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
14	61592561	61592783	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
16	16955620	16955842	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
17	37111002	37111224	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
19	14933530	14933752	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
21	27762542	27762764	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
22	38180902	38181124	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
1	96250681	96250903	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	208670676	208670898	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
3	189755857	189756079	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	1808735	1808957	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	121623109	121623331	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	145672273	145672495	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	53980899	53981121	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
9	103135357	103135579	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	30219464	30219686	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	69175220	69175442	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	96955596	96955818	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
18	74684174	74684396	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
19	41724513	41724735	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
X	128622282	128622504	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
1	67875520	67875742	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	203220680	203220902	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	143176137	143176359	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
4	180235837	180236059	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	98175428	98175650	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	179684761	179684983	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
10	29381199	29381421	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
13	25449173	25449395	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
15	76196305	76196527	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
16	4675930	4676152	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
19	45274092	45274314	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	6924802	6925024	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1	82340175	82340397	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	97527252	97527474	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2	32414401	32414623	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	215833895	215834117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	130306229	130306451	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	161907363	161907585	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	95352659	95352881	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	124151700	124151922	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
8	124231021	124231243	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
9	80680530	80680752	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	82378883	82379105	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	104459922	104460144	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	706914	707136	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
11	106100822	106101044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
16	30961544	30961766	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
17	8484676	8484898	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
19	30159385	30159607	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
19	41768026	41768248	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
19	47560025	47560247	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
22	17278823	17279045	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1	16819343	16819565	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	58672569	58672791	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	247759108	247759330	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	27032075	27032297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	86790571	86790793	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2	113571990	113572212	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	217416518	217416740	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	76043404	76043626	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
6	680720	680942	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	83848564	83848786	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	4320354	4320576	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
9	74535761	74535983	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	94995914	94996136	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
9	137271876	137272098	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
16	11591274	11591496	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	26546079	26546301	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
1	31221037	31221259	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	46822877	46823099	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	112987004	112987226	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
3	176505475	176505697	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
4	57590587	57590809	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	31589121	31589343	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	24763849	24764071	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	101328692	101328914	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
7	14236301	14236523	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	29368275	29368497	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	37632063	37632285	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	125293386	125293608	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	52081934	52082156	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	72542845	72543067	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	75827302	75827524	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	48988672	48988894	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	205628986	205629208	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
3	172403234	172403456	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	12845176	12845398	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	120633135	120633357	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	99461505	99461727	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
11	17391468	17391690	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	98974303	98974525	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	99890966	99891188	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	109276025	109276247	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
14	76860194	76860416	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
14	91337398	91337620	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
16	68145318	68145540	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
19	3093939	3094161	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
19	4972894	4973116	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
X	107244164	107244386	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	56170673	56170895	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	64830968	64831190	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	172064068	172064290	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	22245346	22245568	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
9	36224185	36224407	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	9823892	9824114	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
13	65838284	65838506	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
15	49798652	49798874	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	48451680	48451902	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	24160677	24160899	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
1	62368967	62369189	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1	89771959	89772181	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	192561029	192561251	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
3	24529181	24529403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	75097885	75098107	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	77714452	77714674	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	6488047	6488269	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	73802029	73802251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	94747372	94747594	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	101274422	101274644	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	94089891	94090113	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
11	17400266	17400488	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	125439285	125439507	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
12	46038885	46039107	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	112749174	112749396	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	127592314	127592536	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
20	46097306	46097528	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
X	44534647	44534869	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	65611416	65611638	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	67832696	67832918	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	225375327	225375549	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	112789592	112789814	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	129329590	129329812	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	151765658	151765880	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	175375530	175375752	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	57390213	57390435	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	56116634	56116856	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	43543873	43544095	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
6	54226612	54226834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	80364877	80365099	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	94849259	94849481	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	107346214	107346436	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	144918613	144918835	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
11	8650606	8650828	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
11	97614246	97614468	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
13	49193298	49193520	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	2583298	2583520	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
16	15738140	15738362	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
18	604860	605082	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	61460430	61460652	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	166315390	166315612	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	10397956	10398178	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	149507869	149508091	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	106443036	106443258	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
6	109928484	109928706	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	24959875	24960097	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	83241948	83242170	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	137873292	137873514	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
8	33040088	33040310	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	41627544	41627766	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
9	1707368	1707590	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
9	111550107	111550329	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
9	130328648	130328870	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
10	15165970	15166192	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
15	67458668	67458890	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
16	22009931	22010153	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
X	117569022	117569244	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	159177913	159178135	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	171530874	171531096	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	174156170	174156392	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	54501739	54501961	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	83887098	83887320	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	131767455	131767677	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	25037997	25038219	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
22	45395646	45395868	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1	114879041	114879263	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	150467804	150468026	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3	38572155	38572377	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	82283073	82283295	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	152086682	152086904	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
7	30591032	30591254	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
7	44583792	44584014	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	93191497	93191719	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	117832447	117832669	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	139743826	139744048	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
12	3409138	3409360	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
14	35310610	35310832	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	66709020	66709242	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	71220906	71221128	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
20	8837677	8837899	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
X	10597995	10598217	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	17770022	17770244	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
2	44144227	44144449	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2	133802267	133802489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	122197322	122197544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	105944547	105944769	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	16252026	16252248	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	142377177	142377399	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	21933550	21933772	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
8	141795354	141795576	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	38297019	38297241	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	102769404	102769626	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
10	122773690	122773912	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	124717038	124717260	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	1676582	1676804	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
11	61866873	61867095	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
12	69181406	69181628	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
15	59104802	59105024	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
17	17092968	17093190	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
19	8482690	8482912	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
20	32890720	32890942	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
22	19856414	19856636	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
22	25457726	25457948	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	167542332	167542554	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	52335291	52335513	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
4	35502522	35502744	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
4	157577549	157577771	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	44741648	44741870	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	47241848	47242070	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	49625471	49625693	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
10	62254677	62254899	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	109213051	109213273	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	122213116	122213338	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	121363757	121363979	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	26750548	26750770	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
19	3397637	3397859	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
X	84565001	84565223	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	155516293	155516515	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	84521490	84521712	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
2	119831496	119831718	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	142967967	142968189	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	6887237	6887459	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
4	52918021	52918243	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	86242276	86242498	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	123349732	123349954	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	20618742	20618964	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	23029015	23029237	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	27362520	27362742	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	80464955	80465177	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
10	88873503	88873725	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
11	61863724	61863946	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
11	77271874	77272096	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
15	76555268	76555490	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
17	19979560	19979782	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
18	57566907	57567129	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
1	66928032	66928254	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	242363491	242363713	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	99973897	99974119	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	173311277	173311499	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
6	83193790	83194012	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	165794337	165794559	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	7367105	7367327	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	49064317	49064539	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	33876889	33877111	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
9	125300228	125300450	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	73690542	73690764	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	94038478	94038700	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
17	1501086	1501308	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
19	44263548	44263770	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
X	71491804	71492026	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	28568424	28568646	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2	201143441	201143663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	156695140	156695362	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	2019737	2019959	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
7	80031933	80032155	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	103762544	103762766	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
12	76054072	76054294	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
14	32555274	32555496	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
15	59863636	59863858	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	56874157	56874379	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
X	42692851	42693073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	46872878	46873100	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	42825320	42825542	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
3	46804679	46804901	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	3786308	3786530	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	74422010	74422232	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	45030479	45030701	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
7	51235870	51236092	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
9	115359861	115360083	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	125008020	125008242	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
12	59747766	59747988	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
14	53650908	53651130	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
14	74471730	74471952	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	81565134	81565356	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	53438100	53438322	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17	73681144	73681366	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
19	18496882	18497104	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
22	30019116	30019338	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
1	24745516	24745738	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
2	182813752	182813974	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
3	151867718	151867940	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	172614392	172614614	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	48622973	48623195	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	65206064	65206286	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
9	11100760	11100982	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	62188513	62188735	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
15	29894811	29895033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
15	90056556	90056778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
16	88985363	88985585	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
21	34113692	34113914	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
21	38475046	38475268	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1	48760463	48760685	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1	155411606	155411828	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
1	220509775	220509997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	38843583	38843805	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	28897317	28897539	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	137501867	137502089	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6	158543224	158543446	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
7	124860377	124860599	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	30660980	30661202	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
8	32777398	32777620	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
8	128673602	128673824	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	98527237	98527459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
11	3317669	3317891	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
12	11788343	11788565	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
15	59911692	59911914	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
17	8724244	8724466	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
18	36300181	36300403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
19	2089199	2089421	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
20	12911573	12911795	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	25676643	25676865	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1	174567227	174567449	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2	225672371	225672593	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3	64261890	64262112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4	83358848	83359070	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	147901804	147902026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
5	179923085	179923307	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
6	26348607	26348829	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9	95903621	95903843	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
10	38586497	38586719	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
10	102598410	102598632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
13	74177893	74178115	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
13	109406445	109406667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
15	36807739	36807961	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
16	81962760	81962982	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
17	55273598	55273820	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
19	40808223	40808445	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
19	43036434	43036656	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20	42158236	42158458	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
22	46976629	46976851	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
1	6709886	6710108	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
